Date,Close/Last,Open,High,Low
10/14/2024,4652.35,4652.35,4668.64,4623.38
10/11/2024,4662.51,4671.81,4673.71,4645.75
10/10/2024,4646.51,4646.51,4687.89,4633.75
10/09/2024,4672.91,4672.91,4681.06,4651.96
10/08/2024,4647.92,4647.92,4663.14,4623.31
10/07/2024,4701.42,4701.42,4718.19,4670.12
10/04/2024,4705.99,4712.55,4717.78,4668.19
10/03/2024,4668.94,4668.94,4719.92,4660.89
10/02/2024,4707.36,4707.36,4712.58,4681.95
10/01/2024,4702.82,4702.82,4754.00,4695.84
09/30/2024,4735.64,4735.64,4764.84,4716.46
09/27/2024,4744.16,4745.91,4753.56,4734.24
09/26/2024,4738.63,4738.63,4749.22,4694.13
09/25/2024,4660.63,4660.63,4666.03,4624.58
09/24/2024,4629.39,4629.39,4633.91,4606.43
09/23/2024,4570.02,4570.02,4574.05,4536.88
09/20/2024,4551.36,4564.32,4613.79,4531.43
09/19/2024,4602.72,4602.72,4620.55,4551.90
09/18/2024,4547.33,4547.33,4547.33,4528.75
09/17/2024,4543.11,4543.11,4550.91,4514.43
09/16/2024,4507.27,4507.27,4520.46,4496.26
09/13/2024,4508.35,4497.74,4516.38,4480.91
09/12/2024,4476.95,4476.95,4515.13,4464.49
09/11/2024,4451.99,4451.99,4512.91,4439.66
09/10/2024,4499.44,4499.44,4545.73,4492.16
09/09/2024,4521.85,4521.85,4537.51,4515.08
09/06/2024,4506.96,4544.17,4560.99,4506.24
09/05/2024,4569.29,4569.29,4606.93,4568.76
09/04/2024,4586.17,4586.17,4603.84,4574.13
09/03/2024,4655.47,4655.47,4712.12,4644.32
08/30/2024,4695.38,4674.12,4701.24,4657.35
08/29/2024,4662.52,4662.52,4684.86,4613.36
08/28/2024,4600.06,4600.06,4612.23,4593.65
08/27/2024,4599.43,4599.43,4623.20,4599.43
08/26/2024,4607.10,4607.10,4615.55,4592.58
08/23/2024,4611.77,4597.95,4615.27,4573.77
08/22/2024,4572.66,4572.66,4582.97,4553.89
08/21/2024,4573.17,4573.17,4576.75,4556.38
08/20/2024,4556.26,4556.26,4593.26,4555.65
08/19/2024,4566.48,4566.48,4575.51,4527.69
08/16/2024,4522.56,4505.42,4526.80,4503.57
08/15/2024,4522.91,4522.91,4537.04,4485.95
08/14/2024,4476.11,4476.11,4487.84,4465.30
08/13/2024,4462.76,4462.76,4462.76,4416.16
08/12/2024,4421.21,4421.21,4439.78,4408.96
08/09/2024,4418.10,4400.04,4439.48,4391.79
08/08/2024,4402.67,4402.67,4405.12,4339.26
08/07/2024,4373.59,4373.59,4387.61,4314.05
08/06/2024,4278.44,4278.44,4336.09,4256.94
08/05/2024,4269.81,4269.81,4296.15,4217.21
08/02/2024,4375.95,4392.91,4460.12,4371.40
08/01/2024,4493.20,4493.20,4553.52,4489.11
07/31/2024,4537.18,4537.18,4552.45,4537.18
07/30/2024,4525.81,4525.81,4532.91,4489.46
07/29/2024,4486.00,4486.00,4512.57,4470.07
07/26/2024,4462.85,4413.35,4470.70,4411.97
07/25/2024,4413.35,4413.35,4417.64,4342.36
07/24/2024,4401.18,4401.18,4435.39,4386.29
07/23/2024,4452.19,4452.19,4486.17,4451.17
07/22/2024,4494.38,4494.38,4510.80,4441.99
07/19/2024,4431.57,4434.59,4470.01,4419.71
07/18/2024,4464.74,4464.74,4477.07,4420.50
07/17/2024,4476.98,4476.98,4480.69,4438.98
07/16/2024,4462.82,4462.82,4472.97,4445.23
07/15/2024,4491.91,4491.91,4519.61,4480.86
07/12/2024,4542.32,4516.47,4545.04,4496.55
07/11/2024,4503.65,4503.65,4507.47,4472.44
07/10/2024,4482.56,4482.56,4482.74,4444.97
07/09/2024,4452.54,4452.54,4501.64,4445.39
07/08/2024,4506.61,4506.61,4527.38,4501.65
07/05/2024,4524.12,4556.50,4578.02,4519.71
07/03/2024,4560.96,4548.32,4566.15,4546.26
07/02/2024,4522.31,4522.31,4542.37,4501.31
07/01/2024,4555.66,4555.66,4570.53,4527.60
06/28/2024,4491.09,4486.17,4543.60,4477.83
06/27/2024,4504.82,4504.82,4506.78,4465.82
06/26/2024,4484.43,4484.43,4551.82,4471.28
06/25/2024,4536.10,4536.10,4553.12,4523.13
06/24/2024,4567.20,4567.20,4571.49,4490.42
06/21/2024,4553.64,0.00,0.00,0.00
06/20/2024,4553.64,4529.72,4553.64,4500.57
06/18/2024,4507.33,4533.73,4546.78,4504.76
06/17/2024,4506.67,4506.67,4511.64,4468.88
06/14/2024,4502.77,4508.16,4571.04,4477.84
06/13/2024,4568.63,4568.63,4610.96,4557.41
06/12/2024,4606.48,4606.48,4610.17,4549.13
06/11/2024,4545.94,4545.94,4593.36,4520.00
06/10/2024,4588.25,4588.25,4602.20,4564.87
06/07/2024,4603.83,4583.42,4620.72,4577.75
06/06/2024,4617.54,4617.54,4638.77,4597.31
06/05/2024,4622.81,4622.81,4635.54,4606.30
06/04/2024,4605.39,4605.39,4648.23,4586.25
06/03/2024,4646.50,4646.50,4686.84,4638.69
05/31/2024,4626.75,4635.67,4641.32,4618.67
05/30/2024,4622.54,4622.54,4631.48,4587.53
05/29/2024,4605.58,4605.58,4665.98,4604.66
05/28/2024,4681.69,4681.69,4711.64,4672.09
05/24/2024,4697.48,4677.59,4700.02,4676.05
05/23/2024,4687.85,4687.85,4727.56,4677.10
05/22/2024,4707.93,4707.93,4714.17,4693.68
05/21/2024,4709.85,4709.85,4714.33,4684.47
05/20/2024,4713.06,4713.06,4733.36,4713.06
05/17/2024,4706.54,4686.20,4718.27,4682.81
05/16/2024,4711.41,4711.41,4714.01,4669.93
05/15/2024,4676.19,4676.19,4713.06,4664.91
05/14/2024,4693.87,4693.87,4728.33,4654.24
05/13/2024,4659.93,4659.93,4660.50,4632.87
05/10/2024,4646.24,4658.83,4660.70,4611.17
05/09/2024,4570.56,4570.56,0.00,0.00
05/08/2024,4570.56,4561.14,4595.52,4552.57
05/07/2024,4566.64,4566.64,4573.81,4542.49
05/06/2024,4554.81,4554.81,4554.92,4500.69
05/03/2024,4499.71,4519.37,4535.02,4488.13
05/02/2024,4470.49,4470.49,4481.07,4431.56
05/01/2024,4455.78,4455.78,0.00,0.00
04/30/2024,4455.78,4466.12,4480.70,4455.78
04/29/2024,4470.15,4470.15,4470.35,4450.98
04/26/2024,4445.22,4465.46,4482.28,4405.94
04/25/2024,4396.01,4396.01,4496.54,4382.31
04/24/2024,4479.98,4479.98,4528.89,4476.22
04/23/2024,4496.09,4496.09,4503.62,4477.21
04/22/2024,4487.47,4487.47,4495.96,4450.07
04/19/2024,4438.82,4419.12,4443.98,4376.34
04/18/2024,4400.56,4400.56,4403.31,4359.08
04/17/2024,4379.89,4379.89,4422.42,4373.51
04/16/2024,4385.98,4385.98,4411.99,4366.52
04/15/2024,4425.86,4425.86,4486.58,4422.72
04/12/2024,4451.28,4469.63,4502.31,4447.38
04/11/2024,4462.89,4462.89,4490.27,4447.68
04/10/2024,4467.89,4467.89,4538.26,4454.42
04/09/2024,4475.15,4475.15,4502.16,4457.15
04/08/2024,4468.50,4468.50,4479.60,4442.95
04/05/2024,4456.77,4456.48,4468.23,4419.91
04/04/2024,4460.14,4460.14,4464.54,4410.89
04/03/2024,4400.92,4400.92,4406.91,4374.39
04/02/2024,4376.75,4376.75,4429.10,4373.61
04/01/2024,4389.23,4389.23,0.00,0.00
03/28/2024,4389.23,4382.72,4424.11,4373.01
03/27/2024,4422.03,4422.03,4433.26,4388.78
03/26/2024,4415.89,4415.89,4416.16,4358.16
03/25/2024,4411.73,4411.73,4411.78,4362.55
03/22/2024,4405.92,4383.53,4414.64,4379.03
03/21/2024,4436.34,4436.34,4443.81,4407.97
03/20/2024,4395.25,4395.25,4401.78,4371.05
03/19/2024,4401.33,4401.33,4402.15,4347.62
03/18/2024,4362.08,4362.08,4407.64,4356.39
03/15/2024,4390.60,4405.09,4415.81,4389.44
03/14/2024,4388.94,4388.94,4433.60,4386.68
03/13/2024,4420.83,4420.83,4447.89,4420.20
03/12/2024,4438.75,4438.75,4439.94,4375.69
03/11/2024,4390.63,4390.63,4413.48,4372.00
03/08/2024,4413.05,4424.25,4427.22,4396.56
03/07/2024,4407.95,4407.95,4430.17,4342.03
03/06/2024,4370.89,4370.89,4381.33,4359.27
03/05/2024,4368.47,4368.47,4391.44,4364.84
03/04/2024,4398.41,4398.41,4431.68,4387.44
03/01/2024,4428.13,4423.66,4431.09,4403.36
02/29/2024,4423.38,4423.38,4455.17,4404.09
02/28/2024,4446.05,4446.05,4455.19,4431.02
02/27/2024,4447.29,4447.29,4448.72,4420.78
02/26/2024,4418.68,4418.68,4440.56,4409.67
02/23/2024,4445.55,4445.04,4463.41,4426.98
02/22/2024,4448.36,4448.36,4504.00,4448.36
02/21/2024,4457.01,4457.01,4477.11,4439.10
02/20/2024,4444.99,4444.99,4454.99,4422.16
02/16/2024,4445.07,4456.48,4463.86,4434.84
02/15/2024,4381.62,4381.62,4391.87,4356.69
02/14/2024,4349.06,4349.06,4360.13,4331.04
02/13/2024,4349.19,4349.19,4418.68,4335.95
02/12/2024,4394.37,4394.37,4411.15,4384.30
02/09/2024,4388.75,4405.08,4422.56,4378.02
02/08/2024,4416.70,4416.70,4464.77,4395.24
02/07/2024,4443.02,4443.02,4463.64,4431.04
02/06/2024,4458.27,4458.27,4461.35,4415.27
02/05/2024,4433.87,4433.87,4470.65,4418.99
02/02/2024,4479.53,4483.37,4513.35,4476.86
02/01/2024,4485.87,4485.87,4536.84,4483.90
01/31/2024,4548.79,4548.79,4570.06,4548.79
01/30/2024,4556.07,4556.07,4606.59,4548.39
01/29/2024,4582.56,4582.56,4582.56,4536.71
01/26/2024,4583.55,4579.96,4591.28,4515.83
01/25/2024,4542.05,4542.05,4546.19,4497.43
01/24/2024,4489.48,4489.48,4496.55,4465.55
01/23/2024,4449.13,4449.13,4463.00,4421.21
01/22/2024,4424.45,4424.45,4431.91,4398.80
01/19/2024,4395.45,4408.52,4468.08,4392.79
01/18/2024,4454.74,4454.74,4466.85,4439.65
01/17/2024,4461.77,4461.77,4491.18,4444.76
01/16/2024,4540.82,4540.82,4542.46,4513.39
01/12/2024,4558.33,4577.83,4593.10,4554.23
01/11/2024,4527.90,4527.90,4573.41,4525.19
01/10/2024,4550.55,4550.55,4552.70,4533.70
01/09/2024,4563.02,4563.02,4610.71,4542.81
01/08/2024,4585.79,4585.79,4586.27,4528.55
01/05/2024,4577.80,4546.64,4585.93,4512.81
01/04/2024,4555.44,4555.44,4559.17,4499.65
01/03/2024,4486.02,4486.02,4555.14,4467.61
01/02/2024,4537.05,4537.05,4569.61,4518.90
12/29/2023,4509.09,4528.60,4541.48,4509.09
12/28/2023,4529.24,4529.24,4553.11,4514.39
12/27/2023,4545.88,4545.88,4565.85,4516.08
12/26/2023,4521.38,4521.38,0.00,0.00
12/22/2023,4521.38,4503.07,4521.98,4472.02
12/21/2023,4478.71,4478.71,4479.98,4457.19
12/20/2023,4495.52,4495.52,4504.08,4467.90
12/19/2023,4485.87,4485.87,4494.20,4446.79
12/18/2023,4444.35,4444.35,4462.41,4419.26
12/15/2023,4433.57,4428.97,4483.75,4414.73
12/14/2023,4447.26,4447.26,4452.45,4409.70
12/13/2023,4367.64,4367.64,4388.13,4367.17
12/12/2023,4392.48,4392.48,4411.80,4370.00
12/11/2023,4426.45,4426.45,4433.04,4407.82
12/08/2023,4442.35,4433.25,4451.97,4393.27
12/07/2023,4397.86,4397.86,4406.57,4331.83
12/06/2023,4347.70,4347.70,0.00,0.00
12/05/2023,4347.70,4332.92,4349.68,4308.74
12/04/2023,4357.27,4357.27,4410.65,4349.28
12/01/2023,4416.62,4380.22,4417.06,4374.00
11/30/2023,4379.01,4379.01,4380.79,4344.21
11/29/2023,4364.51,4364.51,4374.87,4338.34
11/28/2023,4347.50,4347.50,4348.21,4305.59
11/27/2023,4335.70,4335.70,4352.03,4327.85
11/24/2023,4356.96,4338.97,4359.54,4332.56
11/22/2023,4354.50,4337.61,4356.82,4328.71
11/21/2023,4344.55,4344.55,4388.84,4344.55
11/20/2023,4369.20,4369.20,4390.35,4366.50
11/17/2023,4366.07,4361.87,4380.98,4326.57
11/16/2023,4317.57,4317.57,4366.28,4316.83
11/15/2023,4370.25,4370.25,4397.48,4352.49
11/14/2023,4356.99,4356.99,4359.54,4267.83
11/13/2023,4272.64,4272.64,4289.92,4261.10
11/10/2023,4263.06,4266.46,4290.25,4242.93
11/09/2023,4309.90,4309.90,4310.39,4254.93
11/08/2023,4266.23,4266.23,4277.67,4211.07
11/07/2023,4231.13,4231.13,4253.88,4222.96
11/06/2023,4250.50,4250.50,4263.61,4240.68
11/03/2023,4241.44,4248.90,4259.83,4221.20
11/02/2023,4210.47,4210.47,4231.92,4129.41
11/01/2023,4110.23,4110.23,4131.46,4096.39
10/31/2023,4118.91,4118.91,4119.83,4078.58
10/30/2023,4067.44,4067.44,4087.43,4063.20
10/27/2023,4058.34,4067.20,4102.44,4036.83
10/26/2023,4053.38,4053.38,4066.96,3988.52
10/25/2023,4027.03,4027.03,4053.70,3995.14
10/24/2023,4033.62,4033.62,4050.59,4001.02
10/23/2023,3982.33,3982.33,4022.42,3952.15
10/20/2023,4015.03,4030.80,4067.71,4015.01
10/19/2023,4082.53,4082.53,4130.27,4057.73
10/18/2023,4147.15,4147.15,4213.70,4146.80
10/17/2023,4208.88,4208.88,4238.38,4194.47
10/16/2023,4252.10,4252.10,4264.44,4228.65
10/13/2023,4247.14,4276.99,4282.39,4244.23
10/12/2023,4282.77,4282.77,4325.07,4282.28
10/11/2023,4287.12,4287.12,4312.75,4261.56
10/10/2023,4274.47,4274.47,4281.14,4213.55
10/09/2023,4179.27,4179.27,4192.65,4151.07
10/06/2023,4189.61,4147.94,4193.05,4139.84
10/05/2023,4135.00,4135.00,4163.36,4130.87
10/04/2023,4138.77,4138.77,4180.86,4125.91
10/03/2023,4159.95,4159.95,4226.73,4156.00
10/02/2023,4221.68,4221.68,4309.31,4208.75
09/29/2023,4269.52,4289.32,4290.31,4248.53
09/28/2023,4239.42,4239.42,4239.42,4181.44
09/27/2023,4215.45,4215.45,4241.35,4211.48
09/26/2023,4232.97,4252.63,4261.98,4228.10
09/25/2023,4275.45,4275.45,4321.88,4254.53
09/22/2023,4326.24,4343.60,4351.57,4312.43
09/21/2023,4340.86,4340.86,4367.16,4325.24
09/20/2023,4387.07,4387.07,4401.24,4368.76
09/19/2023,4369.37,4369.37,4406.29,4362.03
09/18/2023,4383.31,4383.31,4420.92,4375.87
09/15/2023,4406.46,4422.28,4455.37,4405.18
09/14/2023,4400.54,4400.54,4400.54,4325.76
09/13/2023,4313.53,4313.53,4332.51,4288.93
09/12/2023,4328.65,4328.65,4380.26,4315.92
09/11/2023,4377.05,4377.05,4383.55,4342.33
09/08/2023,4330.86,4338.44,4359.68,4302.49
09/07/2023,4358.06,4358.06,4397.43,4349.54
09/06/2023,4394.50,4394.50,4402.69,4358.67
09/05/2023,4383.43,4383.43,4404.49,4369.47
09/01/2023,4390.71,4413.97,4434.85,4390.71
08/31/2023,4378.95,4378.95,4408.76,4378.95
08/30/2023,4393.69,4393.69,4406.10,4371.29
08/29/2023,4369.64,4356.52,4375.39,4303.05
08/28/2023,4294.21,4294.21,4298.01,4258.52
08/25/2023,4232.24,4259.45,4259.70,4213.40
08/24/2023,4227.12,4227.12,4281.23,4226.06
08/23/2023,4252.44,4252.44,4261.81,4237.59
08/22/2023,4240.55,4240.55,4258.33,4221.12
08/21/2023,4201.61,4201.61,4242.66,4201.44
08/18/2023,4209.88,4187.98,4220.16,4183.30
08/17/2023,4226.16,4226.16,4249.14,4210.54
08/16/2023,4232.57,4232.57,4249.79,4222.84
08/15/2023,4246.95,4246.95,4279.53,4243.52
08/14/2023,4270.61,4270.61,4304.94,4264.82
08/11/2023,4303.85,4292.58,4342.17,4292.14
08/10/2023,4349.05,4349.05,4365.50,4335.41
08/09/2023,4318.35,4318.35,4345.12,4304.32
08/08/2023,4265.71,4265.71,4285.24,4260.97
08/07/2023,4298.17,4298.17,4308.98,4274.42
08/04/2023,4291.94,4268.08,4293.79,4261.29
08/03/2023,4266.43,4266.43,4290.94,4259.60
08/02/2023,4309.41,4309.41,4340.75,4282.32
08/01/2023,4376.34,4376.34,4395.54,4372.84
07/31/2023,4388.24,4388.24,4388.71,4374.03
07/28/2023,4385.13,4384.65,4393.51,4369.98
07/27/2023,4384.29,4384.29,4446.82,4383.82
07/26/2023,4437.67,4437.67,4475.51,4403.73
07/25/2023,4479.52,4479.52,4485.60,4406.16
07/24/2023,4412.14,4412.14,4415.72,4378.20
07/21/2023,4397.96,4391.83,4421.52,4376.18
07/20/2023,4405.25,4405.25,4425.75,4386.01
07/19/2023,4419.30,4419.30,4436.23,4409.18
07/18/2023,4410.34,4410.34,4418.03,4359.55
07/17/2023,4377.14,4377.14,4406.40,4365.37
07/14/2023,4403.80,4416.33,4435.33,4397.36
07/13/2023,4467.76,4467.76,4482.27,4443.12
07/12/2023,4441.49,4441.49,4444.21,4380.34
07/11/2023,4385.39,4385.39,4388.39,4350.18
07/10/2023,4355.55,4355.55,4374.01,4335.88
07/07/2023,4364.99,4360.88,4370.45,4337.87
07/06/2023,4352.27,4352.27,4423.38,4345.26
07/05/2023,4433.59,4433.59,4450.64,4416.84
07/03/2023,4461.54,4461.98,4483.45,4461.23
06/30/2023,4419.87,4436.31,4441.65,4415.06
06/29/2023,4400.84,4400.84,4417.35,4389.83
06/28/2023,4413.25,4413.25,4420.26,4395.46
06/27/2023,4382.07,4382.07,4392.09,4334.78
06/26/2023,4371.30,4371.30,4372.35,4315.90
06/23/2023,4371.81,0.00,0.00,0.00
06/22/2023,4371.81,4380.50,4406.64,4367.77
06/21/2023,4445.99,4445.99,4524.91,4436.54
06/20/2023,4526.85,4526.85,4593.16,4526.71
06/16/2023,4607.76,4655.89,4656.05,4606.15
06/15/2023,4665.83,4665.83,4676.96,4626.25
06/14/2023,4682.92,4682.92,4705.21,4649.30
06/13/2023,4672.56,4672.56,4680.66,4656.49
06/12/2023,4629.24,4629.24,4655.11,4621.12
06/09/2023,4627.98,4610.48,4630.23,4607.76
06/08/2023,4611.20,4611.20,4626.35,4604.27
06/07/2023,4618.72,4618.72,4633.70,4601.34
06/06/2023,4621.70,4621.70,4625.56,4587.18
06/05/2023,4599.77,4599.77,4627.31,4588.98
06/02/2023,4597.78,4575.60,4599.30,4515.69
06/01/2023,4494.75,4494.75,4506.40,4473.55
05/31/2023,4463.10,4463.10,4509.10,4460.67
05/30/2023,4524.59,4524.59,4560.12,4520.21
05/26/2023,4536.65,4567.78,4573.63,4533.79
05/25/2023,4497.82,4497.82,4575.98,4497.82
05/24/2023,4552.82,4552.82,4603.77,4545.71
05/23/2023,4627.94,4627.94,4669.47,4627.69
05/22/2023,4627.68,4627.68,4652.54,4612.89
05/19/2023,4642.80,4658.70,4663.48,4633.84
05/18/2023,4631.66,4631.66,0.00,0.00
05/17/2023,4631.66,4637.01,4652.58,4630.19
05/16/2023,4647.04,4647.04,4691.53,4641.92
05/15/2023,4706.42,4706.42,4708.06,4683.26
05/12/2023,4694.59,4696.84,4719.53,4677.73
05/11/2023,4712.62,4712.62,4757.38,4699.02
05/10/2023,4720.51,4720.51,4750.34,4702.86
05/09/2023,4719.53,4719.53,4782.00,4710.63
05/08/2023,4782.35,4782.35,4796.06,4756.65
05/05/2023,4765.06,4740.40,4765.06,4711.90
05/04/2023,4707.08,4707.08,4742.51,4686.74
05/03/2023,4734.59,4734.59,4747.12,4715.87
05/02/2023,4705.52,4705.52,4778.49,4705.02
05/01/2023,4749.99,4749.99,0.00,0.00
04/28/2023,4749.99,4746.56,4786.97,4745.85
04/27/2023,4755.08,4755.08,4769.48,4738.70
04/26/2023,4755.95,4755.95,4762.45,4667.69
04/25/2023,4720.34,4720.34,4732.37,4689.50
04/24/2023,4730.33,4730.33,4738.30,4710.04
04/21/2023,4722.46,4720.78,4755.36,4711.80
04/20/2023,4751.69,4751.69,4771.54,4733.54
04/19/2023,4784.90,4784.90,4794.89,4775.08
04/18/2023,4808.46,4808.46,4828.07,4798.79
04/17/2023,4818.25,4818.25,4849.17,4808.82
04/14/2023,4821.48,4822.69,4829.68,4797.03
04/13/2023,4790.80,4790.80,4798.55,4768.46
04/12/2023,4786.04,4786.04,4822.04,4776.68
04/11/2023,4816.34,4816.34,4817.11,4773.77
04/10/2023,4760.67,4760.67,0.00,0.00
04/06/2023,4760.67,4761.77,4765.84,4738.34
04/05/2023,4744.48,4744.48,4791.70,4729.73
04/04/2023,4781.26,4781.26,4828.94,4776.45
04/03/2023,4763.85,4763.85,4803.89,4756.87
03/31/2023,4777.66,4757.40,4783.49,4728.54
03/30/2023,4749.53,4749.53,4757.64,4693.89
03/29/2023,4676.45,4676.45,4685.14,4636.10
03/28/2023,4638.92,4638.92,4688.07,4615.98
03/27/2023,4644.37,4644.37,4689.89,4640.62
03/24/2023,4611.70,4604.00,4659.78,4577.84
03/23/2023,4713.34,4713.34,4717.49,4659.34
03/22/2023,4735.85,4735.85,4769.87,4721.82
03/21/2023,4765.37,4765.37,4789.00,4710.15
03/20/2023,4669.08,4669.08,4696.16,4525.67
03/17/2023,4619.27,4644.58,4756.94,4588.85
03/16/2023,4692.30,4692.30,4742.96,4611.69
03/15/2023,4667.23,4667.23,4829.51,4667.23
03/14/2023,4824.99,4824.99,4852.87,4762.95
03/13/2023,4771.25,4771.25,4868.79,4712.17
03/10/2023,4876.80,4897.64,4903.30,4852.63
03/09/2023,4958.88,4958.88,5000.88,4937.96
03/08/2023,5001.01,5001.01,5009.16,4976.47
03/07/2023,5003.57,5003.57,5066.01,5003.14
03/06/2023,5043.67,5043.67,5074.71,5025.21
03/03/2023,5067.93,5058.98,5071.20,5026.88
03/02/2023,5006.00,5006.00,5020.48,4986.32
03/01/2023,5016.32,5016.32,5062.12,5008.20
02/28/2023,5027.02,5027.02,5038.15,4991.16
02/27/2023,5030.05,5030.05,5041.91,4972.88
02/24/2023,4961.16,4976.25,5027.18,4958.95
02/23/2023,4992.14,4992.14,5022.38,4992.14
02/22/2023,4998.38,4998.38,5002.19,4964.99
02/21/2023,4998.03,4998.03,5027.02,4977.65
02/17/2023,5014.16,5021.33,5037.87,5006.43
02/16/2023,5015.11,5015.11,5047.96,4985.04
02/15/2023,5005.36,5005.36,5009.34,4975.94
02/14/2023,5019.74,5019.74,5061.65,5013.55
02/13/2023,5021.28,5021.28,5030.15,4958.05
02/10/2023,4961.36,4964.70,5016.10,4932.79
02/09/2023,5036.79,5036.79,5078.68,5031.09
02/08/2023,5042.17,5042.17,5092.68,5023.48
02/07/2023,5010.65,5010.65,5032.90,4999.75
02/06/2023,5007.76,5007.76,5047.99,4992.42
02/03/2023,5057.87,5036.43,5072.18,5029.28
02/02/2023,5061.21,5061.21,5071.39,4992.60
02/01/2023,4975.07,4975.07,5001.24,4952.79
01/31/2023,4938.44,4938.44,4962.99,4935.09
01/30/2023,4986.07,4986.07,4988.53,4958.91
01/27/2023,5013.54,4985.35,5021.49,4981.98
01/26/2023,5007.16,5007.16,5020.02,4975.77
01/25/2023,4968.53,4968.53,5015.96,4949.17
01/24/2023,5010.68,5010.68,5047.80,4995.50
01/23/2023,5021.52,5021.52,5033.28,5002.53
01/20/2023,4983.15,4972.51,4997.56,4962.17
01/19/2023,4957.22,4957.22,4996.36,4957.22
01/18/2023,5019.99,5019.99,5042.87,4984.77
01/17/2023,4994.12,4994.12,5029.90,4987.54
01/13/2023,5044.50,5050.01,5065.00,5030.01
01/12/2023,5057.13,5057.13,5066.72,5013.88
01/11/2023,5012.23,5012.23,5030.30,4996.80
01/10/2023,5007.15,5007.15,5036.54,5003.29
01/09/2023,5068.23,5068.23,5073.93,4999.53
01/06/2023,4968.26,0.00,0.00,0.00
01/05/2023,4968.26,4951.62,4971.38,4908.15
01/04/2023,4939.68,4939.68,4956.37,4907.37
01/03/2023,4909.51,4909.51,4959.95,4907.65
12/30/2022,4917.03,4869.10,4919.87,4867.33
12/29/2022,4887.24,4887.24,4889.59,4833.47
12/28/2022,4858.39,4858.39,4899.49,4856.30
12/27/2022,4884.73,4884.73,4931.27,4875.93
12/23/2022,4880.82,4878.80,4903.62,4870.24
12/22/2022,4869.98,4869.98,4935.63,4859.91
12/21/2022,4893.97,4893.97,4908.46,4858.72
12/20/2022,4849.69,4849.69,4862.08,4769.59
12/19/2022,4827.44,4827.44,4848.34,4794.83
12/16/2022,4786.86,4777.63,4868.84,4769.47
12/15/2022,4852.77,4852.77,4929.47,4846.34
12/14/2022,4964.91,4964.91,4977.58,4925.41
12/13/2022,4961.40,4961.40,5022.81,4935.52
12/12/2022,4926.01,4926.01,4959.53,4908.42
12/09/2022,4981.51,4974.19,4992.83,4933.33
12/08/2022,4913.34,4913.34,4941.97,4907.68
12/07/2022,4926.30,4926.30,4987.36,4926.30
12/06/2022,5006.03,5006.03,0.00,0.00
12/05/2022,5006.03,5013.90,5037.85,4989.43
12/02/2022,5005.27,5001.49,5041.85,4965.80
12/01/2022,4983.97,4983.97,5016.89,4950.58
11/30/2022,4925.62,4925.62,4942.78,4898.01
11/29/2022,4894.06,4894.06,4911.88,4857.60
11/28/2022,4855.23,4855.23,4902.63,4847.05
11/25/2022,4921.18,4912.73,4934.10,4896.10
11/23/2022,4916.35,4904.57,4937.19,4903.11
11/22/2022,4877.00,4877.00,4883.15,4840.77
